objectid,title,title-es,title-ura,type,type-es,type-ura,description,description-es,description-ura,material,material-es,material-ura,subject,subject-es,subject-ura,object_location,image_small,image_thumb,display_template,location,location-es,location-ura,creator,creator-es,creator-ura,language,source,source-es,source-ura
2007.5125,makuraje kuare,,,Joyería,,,"<p>kaa richa te karate, makuraje, ürüle, leejiin üküari isichue tijiichain. Inuri küani makuraje aina ürüle ke jasiiteinte kürüjüain jaüre.</p>",,,iinuri;makuraje;üküari isichue,,,Fibra de palma;Semillas;Escarabajo gladiador;Garra de oso hormiguero;Joyería;iinuri;makuraje;üküari isichue,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5125,Necklace,,,Jewelry,,,<p>The single strand of twisted plant fiber is strung with light colored seeds and brown-red seeds which mostly alternate. The pendant at the front is a large dark brown clay and a portion of a large black insect.&nbsp;Late 1800s-2002.&nbsp;36 x 6 cm; 14 1/8 x 2 3/8 in</p>,,,Palm fiber;seeds;gladiator beetle;anteater claw,,,Palm fiber;Seeds;Gladiator beetle;Anteater claw;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5125,Collar,,,Joyería,,,<p>La única hebra de fibra vegetal retorcida está ensartada con semillas de colores claros y semillas de color marrón rojizo que en su mayoría se alternan. El colgante en el frente es una gran arcilla de color marrón oscuro y una porción de un gran insecto negro;Finales de 1800-2002;36 x 6 cm; 14 1/8 x 2 3/8 pulgadas</p>,,,Fibra de palma;semillas;escarabajo gladiador;garra de oso hormiguero,,,Fibra de palma;Semillas;Escarabajo gladiador;Garra de oso hormiguero;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5126,makuraje kaje kanaani richa,,,Joyería,,,"<p>kaa richate makuraje aina, enüa inaa jasiitein janujuine. inuri küani makuraje makuraje sitüüsiinte küani rana katü teein jaüre, rei rülünaanaja siria rautujein jiaürüane kuina.</p>",,,iinuri;makuraje,,,Fibra de palma;Semillas;Joyería;iinuri;makuraje,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5126,Collar,,,Joyería,,,<p>Las cinco hebras de semillas de color marrón oscuro están entrelazadas con fibra vegetal retorcida que se une para formar un solo lazo de fibra vegetal retorcida. La mayoría de las semillas son pequeñas y redondas. Algunas semillas en la hebra inferior son más grandes. Finales 1800-2002;30 x 12 cm; 11 3/4 x 4 3/4 pulgadas</p>,,,Fibra de palma;semillas,,,Fibra de palma;Semillas;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5127,Necklace,,,Jewelry,,,"<p>The single strand of twisted plant fiber has round red and black seeds interspersed with segments of pink, yellow and red beads. Late 1800s-2002.&nbsp;31 x 5 cm; 12 3/16 x 1 15/16 in</p>",,,plant fiber;beads;seeds,,,Plant fiber;Beads;Seeds;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5127,Collar,,,Joyería,,,"<p>La única hebra de fibra vegetal retorcida tiene semillas redondas rojas y negras intercaladas con segmentos de cuentas rosas, amarillas y rojas. Finales 1800-2002;31 x 5 cm; 12 3/16 x 1 15/16 pulgadas</p>",,,fibra de planta;granos;semillas,,,Fibra de planta;Granos;Semillas;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5128,enechu katü kuare,,,Joyería,,,"<p>ka richa te karate rei kujui,enüa inaa katüari rijiinanai, richa esie, enechu katü, sinunujue naujuai ke jasisin. Risine kaje inuri jaainte küani kürüjüain ichaküre.</p>",,,richa;enechu katü;iinuri,,,Granos;Semillas;Posiblemente dientes de ocelote;Posiblemente dientes de chango;Fibra de planta;Joyería;richa;enechu katü;iinuri,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5128,Necklace,,,Jewelry,,,<p>The single strand of small brown seeds is interspersed with segments of red or white beads. There are small teeth at one end of the necklace. It is strung on twisted plant fiber.&nbsp;Late 1800s-1996.&nbsp;36 x 7 cm; 14 1/8 x 2 3/4 in</p>,,,beads;seeds;possibly ocelot teeth;possibly monkey teeth;plant fiber,,,Beads;Seeds;Possibly ocelot teeth;Possibly monkey teeth;Plant fiber;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5128,Collar,,,Joyería,,,<p>La hebra única de pequeñas semillas marrones está intercalada con segmentos de cuentas rojas o blancas. Hay pequeños dientes en un extremo del collar. Está ensartado en fibra vegetal torcida;Finales de 1800-1996;36 x 7 cm; 14 1/8 x 2 3/4 pulgadas</p>,,,granos;semillas;posiblemente dientes de ocelote;posiblemente dientes de chango;fibra de planta,,,Granos;Semillas;Posiblemente dientes de ocelote;Posiblemente dientes de chango;Fibra de planta;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5129,kanaani marari,,,Joyería,,,"<p>kaa kanaani marari te jaüre raana katü kaje, kajiune kusisiji jichuajiujuai ke aüateein. Rana katü jachüakuainte kajiune kusisiji ke teei tukukuin jerekürüne kaanejeein jaaüre.</p>",,,kajiune kusisisji;rana katü;sichu,,,Tela;Hilo;Dientes de chango;Joyería;kajiune kusisisji;rana katü;sichu,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5129,Necklace,,,Jewelry,,,<p>The length of blue cloth is folded over and teeth of graduated size are sewn into most of the length. The ends are left free to tie. It is a choker.&nbsp;Late 1800s-2007.&nbsp;39 x 4 cm; 15 3/8 x 1 9/16 in</p>,,,Cloth;monkey teeth;thread,,,Cloth;Monkey teeth;Thread;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5129,Collar,,,Joyería,,,<p>La longitud de la tela azul se dobla y se cosen dientes de tamaño graduado en la mayor parte de la longitud. Los extremos se dejan libres para atar. Es una gargantilla;Finales 1800-2007;39 x 4 cm; 15 3/8 x 1 9/16 pulgadas</p>,,,Tela;dientes de chango;hilo,,,Tela;Hilo;Dientes de chango;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.513,kanaani marari sumaji,,,Joyería,,,"<p>kaa kanaani marari te jaüre raana katü kaje, kajiune kusisiji sumaji ke aüateein. Rana katü jachüakuainte kajiune kusisiji ke teei tukukuin jerekürüne kaanejeein jaaüre.</p>",,,kajiune kusisisji;rana katü;sichu,,,Tela;Hilo;Dientes de chango;Posiblemente dientes de ocelote;Joyería;kajiune kusisisji;rana katü;sichu,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.513,Collar,,,Joyería,,,<p>La longitud de la tela sin blanquear se dobla y se cose para cerrarla. Los dientes de tamaño graduado se cosen en la tela. Los extremos del collar se dejan libres para atar;Finales de 1800-2007;62 x 5 cm; 24 3/8 x 1 15/16 pulgadas</p>,,,Tela;hilo;dientes de chango;posiblemente dientes de ocelote,,,Tela;Hilo;Dientes de chango;Posiblemente dientes de ocelote;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5131,raana katü kuare,,,Joyería,,,"<p>kaa kanaani marari te jaüre araanla katü kaje, kajiuneke aüateein. Araanla katü jachüakuainte kajiune kusisiji ke teei tukukuin jerekürüne kaanejeein jaaüre.</p>",,,kajiune kusisisji;rana katü;sichu,,,Tela;Hilo;Dientes de chango;Posiblemente dientes de ocelote;Joyería;kajiune kusisisji;rana katü;sichu,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5131,Collar,,,Joyería,,,"<p>La longitud de la tela sin blanquear se cose a una tela azul oscuro, se dobla y se cose. Los dientes de tamaño graduado se cosen en un lado. Los extremos se dejan libres para atar;Finales 1800-2007;51 x 4 cm; 20 1/16 x 1 9/16 pulgadas</p>",,,Tela;hilo;dientes de chango;posiblemente dientes de ocelote,,,Tela;Hilo;Dientes de chango;Posiblemente dientes de ocelote;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5132,Necklace,,,Jewelry,,,<p>The single strand of red and black seeds are strung on twisted plant fiber.&nbsp;Late 1800s-2007.&nbsp;42 x 6 cm; 16 1/2 x 2 3/8 in</p>,,,Palm fiber;seeds,,,Palm fiber;Seeds;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5132,Collar,,,Joyería,,,<p>La única hebra de semillas rojas y negras está ensartada en fibra vegetal retorcida;Finales de 1800-2007;42 x 6 cm; 16 1/2 x 2 3/8 pulgadas</p>,,,Fibra de palma;semillas,,,Fibra de palma;Semillas;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5133,Necklace,,,Jewelry,,,"<p>The single strand necklace has pink beads on one half and white beads on the other, interspersed with small brown seeds and teeth.&nbsp;Late 1800s-1996.&nbsp;33 x 10 cm; 13 x 3 7/8 in</p>",,,possibly ocelot teeth;possibly monkey teeth;beads;seeds;plant fiber,,,Possibly ocelot teeth;Possibly monkey teeth;Beads;Seeds;Plant fiber;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5133,aruba biji küleera kaje richa,,,Joyería,,,"<p>kaa richa te jasisi kataün üüjein richa esine lanaajiujuai, chaaen richa sumaajiujuai, enüa inaa chaae enechu katü ke jasiitein.</p>",,,aruba biji küleera iinaa;iinuri;enechu katü;richa,,,Posiblemente dientes de ocelote;Posiblemente dientes de chango;Fibra de planta;Joyería;aruba biji küleera iinaa;iinuri;enechu katü;richa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5133,Collar,,,Joyería,,,"<p>El collar de un solo hilo tiene cuentas rosadas en una mitad y cuentas blancas en la otra, intercaladas con pequeñas semillas marrones y dientes.&nbsp;Finales de 1800-1996.&nbsp;33 x 10 cm; 13 x 3 7/8 pulgadas</p>",,,posiblemente dientes de ocelote;posiblemente dientes de chango;fibra de planta,,,Posiblemente dientes de ocelote;Posiblemente dientes de chango;Fibra de planta;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5134,Necklace,,,Jewelry,,,<p>The single strand of pink beads is strung on plant fiber. Small brown seeds are interspersed for much of the length and teeth are interspersed at the front.&nbsp;Late 1800s-1996.&nbsp;37 x 8 cm; 14 9/16 x 3 1/8 in</p>,,,beads;seeds;possibly ocelot teeth;possibly monkey teeth;plant fiber,,,Beads;Seeds;Possibly ocelot teeth;Possibly monkey teeth;Plant fiber;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5134,enüa inaa kuare,,,Joyería,,,"<p>ka richa te karate rei kujui,enüa inaa katüari rijiinanai, richa esie, enechu katü ke jasisin. Risine kaje inuri jaainte küani kürüjüain ichaküre.</p>",,,richa;enüa iinaa;katü;inuri,,,Granos;Semillas;Posiblemente dientes de ocelote;Posiblemente dientes de chango;Fibra de planta;Joyería;richa;enüa iinaa;katü;inuri,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5134,Collar,,,Joyería,,,<p>La única hebra de granos rosas está ensartada en fibra vegetal. Pequeñas semillas marrones están intercaladas en gran parte de la longitud y los dientes están intercalados en el frente. Finales de 1800-1996. 37 x 8 cm; 14 9/16 x 3 1/8 pulgadas</p>,,,granos;semillas;posiblemente dientes de ocelote;posiblemente dientes de chango;fibra de planta,,,Granos;Semillas;Posiblemente dientes de ocelote;Posiblemente dientes de chango;Fibra de planta;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5135,Necklace,,,Jewelry,,,<p>The necklace has multiple strands of orange beads that join to a single twisted fiber plant tie on either end. The beads on the shorter strands are interspersed with small seeds and teeth on the lower strands.&nbsp;Late 1800s-1996.&nbsp;36 x 20 cm; 14 1/8 x 7 7/8 in</p>,,,plant fiber;beads;seeds;monkey teeth,,,Plant fiber;Beads;Seeds;Monkey teeth;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5135,araanla katü ke jasiitenui richa,,,Joyería,,,"<p>kanaani richa, arai laürii ke jasiiteite janujuine, enüa inaa, kanii katü, richa esie, naujui ke, risine ke kujuitenuinein.</p>",,,iinuri;richa;enüa iinaa;araanla katü,,,Fibra de planta;Granos;Semillas;Dientes de chango;Joyería;iinuri;richa;enüa iinaa;araanla katü,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5135,Collar,,,Joyería,,,<p>El collar tiene varios hilos de granos de color naranja que se unen a una sola atadura de fibra trenzada en cada extremo. Los granos de las hebras más cortas están intercaladas con pequeñas semillas y dientes en las hebras inferiores;Finales de 1800-1996;36 x 20 cm; 14 1/8 x 7 7/8 pulgadas</p>,,,fibra de planta;granos;semillas;dientes de chango,,,Fibra de planta;Granos;Semillas;Dientes de chango;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5136,aruba biji küleera kaje richa,,,Joyería,,,"<p>kaa richa te karate, risine ke kujuitenuinein, richa esine, aruba biji küleera ke reküteein janujuine. Risine kaje inuri jaainte küni kürüjüain jaaüre.</p>",,,iinuri;biri;richa,,,Fibra de planta;Semillas de piri-piri;Granos;Joyería;iinuri;biri;richa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5136,Necklace,,,Jewelry,,,"<p>The single strand of beads is interspersed with small brown seeds. The segments of the necklace have beads in dark blue, white and pink.&nbsp;Late 1800s-2007.&nbsp;33 x 7 cm; 13 x 2 3/4 in</p>",,,plant fiber;piri-piri seeds;beads,,,Plant fiber;Piri-piri seeds;Beads;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5136,Collar,,,Joyería,,,"<p>La única hebra de granos está intercalada con pequeñas semillas marrones. Los segmentos del collar tienen cuentas en azul oscuro, blanco y rosa;Finales de 1800-2007;33 x 7 cm; 13 x 2 3/4 pulgadas</p>",,,fibra de planta;semillas de piri-piri;granos,,,Fibra de planta;Semillas de piri-piri;Granos;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5137,ubana katü kuare,,,Joyería,,,"<p>ujua inaa kaje richa, richa esieke te kuratajajein jasisi, karati kujuiin. Risine kaje inuri jaainte küani kürüjüain ichaküre.</p>",,,iinuri;enüa iinaa üküe;richa,,,Posiblemente diente de ocelote;Posiblemente dientes de chango;Tela;Fibra de palma y granos;Joyería;iinuri;enüa iinaa üküe;richa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5137,Necklace,,,Jewelry,,,<p>The multiple strands of red beads are strung on plant fiber and come together to a single plant fiber tie at either end. Three strands are beads only and two strands are beads interspersed with teeth.&nbsp;Late 1800s-2007.&nbsp;24 x 18 cm; 9 7/16 x 7 1/16 in</p>,,,possibly ocelot teeth;possibly monkey teeth;Cloth;Palm fiber;beads,,,Possibly ocelot teeth;Possibly monkey teeth;Cloth;Palm fiber;Beads;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5137,Collar,,,Joyería,,,<p>Las múltiples hebras de cuentas rojas están ensartadas en fibra vegetal y se unen en un solo lazo de fibra vegetal en cada extremo. Tres hilos son solo cuentas y dos hilos son cuentas intercaladas con dientes;Finales de 1800-2007;24 x 18 cm; 9 7/16 x 7 1/16 pulgadas</p>,,,Posiblemente diente de ocelote;posiblemente dientes de chango;Tela;fibra de palma y granos,,,Posiblemente diente de ocelote;Posiblemente dientes de chango;Tela;Fibra de palma y granos;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5138,enüa inaa kuare,,,Joyería,,,"<p>kanaani richa, arai laürii ke jasiiteite janujuine, enüa inaa, kanii katü, richa esie, naujui ke, risine ke kujuitenuinein.</p>",,,ubana katü;richa;iinuri,,,Fibra de planta;Semillas;Granos;Plástico;Joyería;ubana katü;richa;iinuri,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5138,Necklace,,,Jewelry,,,"<p>The single strand of twisted plant fiber has pointed brown seeds at the front, with segments of beads between. It has beads in light blue, yellow, red and dark blue. There is one larger white plastic piece.&nbsp;Late 1800s-1996.&nbsp;40 x 13 cm; 15 3/4 x 5 1/8 in</p>",,,plant fiber;seeds;beads;plastic,,,Plant fiber;Seeds;Beads;Plastic;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5138,Collar,,,Joyería,,,"<p>La única hebra de fibra vegetal retorcida tiene semillas marrones puntiagudas en la parte delantera, con segmentos de cuentas en el medio. Tiene cuentas en azul claro, amarillo, rojo y azul oscuro. Hay una pieza de plástico blanco más grande;Finales de 1800-1996;40 x 13 cm; 15 3/4 x 5 1/8 pulgadas</p>",,,fibra de planta;semillas;granos;plástico,,,Fibra de planta;Semillas;Granos;Plástico;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5139,siinunujue ke jasisii richa,,,Joyería,,,"<p>kaa richa te karate rei kujui,enüa inaa katüari rijiinanai, richa esie, enechu katü, nichatjai sinunujue tabaanai naujuai ke jasisin. Risine kaje inuri jaainte küani kürüjüain ichaküre</p>
",,,iinuri;richa;siinunuje;enüa iinaa üküe;katü,,,Fibra de planta;Granos;Conchas;Semillas;Dientes de chango;Joyería;iinuri;richa;siinunuje;enüa iinaa üküe;katü,,,,,,,"<p>Departamento de Loreto, Perú</p>
",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5139,Necklace,,,Jewelry,,,"<p>The single strand necklace has three large spiral shells at the front. There are mostly white beads on the strand, interspersed with small brown seeds and teeth. There is a short segment of pink and another of light blue beads with other colors (yellow, orange, and green) sprinkled in. It is currently broken.&nbsp;Late 1800s-1996.&nbsp;56 x 8 cm; 22 1/16 x 3 1/8 in</p>",,,plant fiber;beads;shell;seeds;monkey teeth,,,Plant fiber;Beads;Shell;Seeds;Monkey teeth;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5139,Collar,,,Joyería,,,"<p>El collar de un solo hilo tiene tres grandes conchas en espiral en la parte delantera. En su mayoría hay cuentas blancas en la hebra, intercaladas con pequeñas semillas marrones y dientes. Hay un segmento corto de color rosa y otro de cuentas de color azul claro con otros colores (amarillo, naranja y verde) salpicados. Actualmente está roto. Finales de 1800-1996. 56 x 8 cm; 22 1/16 x 3 1/8 pulgadas</p>",,,fibra de planta;granos;conchas;semillas;dientes de chango,,,Fibra de planta;Granos;Conchas;Semillas;Dientes de chango;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.514,sichüra,,,Accesorios de vestimenta,,,"<p>kaa sichüra te janujuine risine kaje karatiin kujuiteein, kurata kulujuein kuluteein lanaji, sumaji naujuai ke, rautuchu kürü neke te nelate.</p>
",,,risine,,,Fibra de planta;Tejido;Tintura;Accesorios de vestimenta;risine,,,,,,,"<p>Departamento de Loreto, Perú</p>
",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.514,Shoulder Bag,,,Clothing accessory,,,<p>The small bag is woven from plant fiber with a long thin strap. The bag has horizontal stripes in light natural and brown. The strap is light natural. Late 1800s-1996.&nbsp;65 x 12.5 cm; 25 9/16 x 4 7/8 in</p>,,,plant fiber;weaving;dyeing,,,Plant fiber;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.514,Bolsa de hombro,,,Accesorios de vestimenta,,,"<p>La bolsa pequeña está tejida con fibra vegetal con una correa larga y delgada. El bolso tiene rayas horizontales en color natural claro y marrón. La correa es de color natural claro. Finales de 1800-1996;65 x 12,5 cm; 25 9/16 x 4 7/8 pulgadas</p>",,,fibra de planta;tejido;tintura,,,Fibra de planta;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5141,sichüra tabai,,,Recipientes,,,"<p>kaa sichüra tabai te janujuine risine kaje karatiin kujuiteein, kurata kulujuein kuluteein lanaji, sumaji naujuai ke, arajii rautuchu kürü neke te nelate. lanariite jaratuanae, jana sumariite jiunurajate.</p>
",,,risine,,,Fibra de planta;Tejido;Tintura;Recipientes;risine,,,,,,,"<p>Departamento de Loreto, Perú</p>
",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5141,Bag,,,Container,,,"<p>The rectangular bag is open on the short side, with a long strap. A dark brown stripe is flanked by brown with a natural colored stripe between each brown stripe. The strap has brown and light natural stripes.&nbsp;Late 1800s-1996.&nbsp;62.5 x 21 cm; 24 5/8 x 8 1/4 in</p>",,,plant fiber;weaving;dyeing,,,Plant fiber;Weaving;Dyeing;Container,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5141,Bolsa,,,Recipientes,,,"<p>La bolsa rectangular está abierta en el lado corto, con una correa larga. Una franja de color marrón oscuro está flanqueada por marrón con una franja de color natural entre cada franja marrón. La correa tiene rayas marrones y naturales claras;Finales de 1800-1996;62,5 x 21 cm; 24 5/8 x 8 1/4 pulgadas</p>",,,fibra de planta;tejido;tintura,,,Fibra de planta;Tejido;Tintura;Recipientes,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5142,risiine kusiiüra,,,Accesorios de vestimenta,,,"<p>kaa siüra tabai te janujuine risine kaje karatiin kujuiteein, kurata kulujuein kuluteein lanaji, sumaji naujuai ke. lanariite jaratuanae, jana sumariite jiunurajate.</p>
",,,risine,,,Fibra de planta;Tejido;Tintura;Accesorios de vestimenta;risine,,,,,,,"<p>Departamento de Loreto, Perú</p>
",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5142,Bag,,,Clothing accessory,,,<p>The rectangular bag is open on the short side. The light natural colored bag has horizontal brown stripes flanked by dark brown. The light natural colored handle has an open weave.&nbsp;Late 1800s-1996.&nbsp;70 x 24 cm; 27 1/2 x 9 7/16 in</p>,,,plant fiber;weaving;dyeing,,,Plant fiber;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5142,Bolsa,,,Accesorios de vestimenta,,,<p>La bolsa rectangular está abierta por el lado corto. La bolsa de color natural claro tiene rayas marrones horizontales flanqueadas por marrón oscuro. El mango de color natural claro tiene un tejido abierto;Finales de 1800-1996;70 x 24 cm; 27 1/2 x 9 7/16 pulgadas</p>,,,fibra de planta;tejido;tintura,,,Fibra de planta;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5143,alasiine kusiiüra,,,Accesorios de vestimenta,,,"<p>kaa siüra te jiaraturaeri, jarautua rei küani, jaraatuanaa rei kulu jichujui, lanaji, sumaji naaujuai, rei kujuite jaraate sumajaain.</p>
",,,alasine,,,Fibra de planta;Tejido;Tintura;Accesorios de vestimenta;alasine,,,,,,,"<p>Departamento de Loreto, Perú</p>
",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5143,Bag,,,Clothing accessory,,,"<p>The nearly square bag has a strap. The bag has horizontal stripes in light natural, brown and dark brown. The strap is a light natural color with an open weave.&nbsp;Late 1800s-1996.&nbsp;71 x 36 cm; 27 15/16 x 14 1/8 in</p>",,,plant fiber;weaving;dyeing,,,Plant fiber;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5143,Bolsa,,,Accesorios de vestimenta,,,"<p>La bolsa casi cuadrada tiene una correa. El bolso tiene rayas horizontales en color natural claro, marrón y marrón oscuro. La correa es de un color natural claro con un tejido abierto;Finales de 1800-1996;71 x 36 cm; 27 15/16 x 14 1/8 pulgadas</p>",,,fibra de planta;tejido;tintura,,,Fibra de planta;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5144,ichutari siüra,,,Accesorios de vestimenta,,,"<p>kaa siüra te jiaraturaeri, jarautua rei küani, jaraatuanaa rei kulu jichujui, lanaji, sumaji naaujuai, rei kujuite jaraate sumajaain.</p>
",,,alasine,,,Fibra de planta;Tejido;Tintura;Accesorios de vestimenta;alasine,,,,,,,"<p>Departamento de Loreto, Perú</p>
",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5144,Bag,,,Clothing accessory,,,"<p>The nearly square bag has a strap. The strap and bag have the same weave. The bag has horizontal brown stripes, flanked by dark brown and separated by light natural stripes. The strap is light natural. Late 1800s-1996.&nbsp;77 x 37 cm; 30 5/16 x 14 9/16 in</p>",,,plant fiber;weaving;dyeing,,,Plant fiber;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
